Company Name,Rating,Reviews,Industry,Location,Extra Locations
Triveni Engineering & Industries,4.1,(585),Food Processing,Noida,+54 other locations
Mount Litera Zee School,3.8,(583),Education & Training,Bangalore / Bengaluru,+122 other locations
Transrail Lighting,4.0,(584),Engineering & Construction,Mumbai,+81 other locations
Yokogawa,3.8,(583),Industrial Automation,Bangalore / Bengaluru,+21 other locations
BDR Pharmaceuticals International,4.1,(582),Pharma,Vadodara,+20 other locations
B. G. Shirke Construction Technology,4.2,(582),Engineering & Construction,Pune,+24 other locations
Fiat India Automobiles,3.6,(581),Automobile,Pune,+21 other locations
Wolters Kluwer,3.9,(581),Software Product,Pune,+16 other locations
Philips Innovation Campus,3.7,(580),Healthcare,Bangalore / Bengaluru,+18 other locations
SG Analytics,2.9,(582),Analytics & KPO,Pune,+10 other locations
Bridgestone,4.0,(580),Auto Components,Pune,+55 other locations
Nephroplus,3.9,(580),Healthcare,Hyderabad / Secunderabad,+103 other locations
Stellantis,3.3,(578),Automobile,Chennai,+12 other locations
PrimEra Medical Technologies,3.5,(578),IT Services & Consulting,Hyderabad / Secunderabad,+13 other locations
Dineshchandra R. Agrawal Infracon,4.2,(578),Engineering & Construction,Ahmedabad,+68 other locations
Netmeds.com,3.7,(577),Internet,Chennai,+119 other locations
Licious,3.7,(577),Internet,Bangalore / Bengaluru,+35 other locations
Bahwan CyberTek,3.6,(577),IT Services & Consulting,Chennai,+19 other locations
North East Small Finance Bank,3.6,(576),Banking,Guwahati,+82 other locations
Medtronic,4.0,(577),Medical Equipment,Hyderabad / Secunderabad,+43 other locations
Corteva Agriscience,4.2,(576),Agro Chemicals,Hyderabad / Secunderabad,+98 other locations
URC Construction,3.6,(576),Engineering & Construction,Chennai,+46 other locations
Emami Agrotech,3.7,(577),Food Processing,Kolkata,+62 other locations
Continental,3.8,(575),Auto Components,Bangalore / Bengaluru,+47 other locations
Patel Infrastructure,3.8,(575),Engineering & Construction,Vadodara,+52 other locations
Electrotherm,4.2,(576),Iron & Steel,Ahmedabad,+39 other locations
VRL Logistics,3.6,(576),Logistics,Bangalore / Bengaluru,+108 other locations
TVS Electronics,3.9,(575),Consumer Electronics & Appliances,Chennai,+67 other locations
Capco Technologies,3.7,(573),IT Services & Consulting,Bangalore / Bengaluru,+17 other locations
ExportersIndia,4.9,(572),Internet,New Delhi,+1 other locations
SMC Global Securities,3.6,(572),New Delhi +82 other locations,,N/A
Micromax Informatics,3.7,(571),Consumer Electronics & Appliances,New Delhi,+116 other locations
Tredence,3.5,(571),IT Services & Consulting,Bangalore / Bengaluru,+8 other locations
Jain Irrigation Systems,3.8,(571),Agriculture,Jalgaon,+88 other locations
CtrlS,3.5,(571),IT Services & Consulting,Hyderabad / Secunderabad,+17 other locations
Koch Business Solutions,3.4,(570),IT Services & Consulting,Bangalore / Bengaluru,+10 other locations
Bridge & Roof Co,3.5,(570),Engineering & Construction,Kolkata,+65 other locations
Turbo Energy,4.2,(570),Auto Components,Chennai,+26 other locations
InternEzy,4.9,(569),EdTech,Erode,+5 other locations
Autoliv,3.9,(569),Auto Components,Bangalore / Bengaluru,+19 other locations
Carnival Cruise Lines,4.3,(569),Sports & Recreation,Mumbai,+28 other locations
Dr. Batras' Positive Health Clinic,3.7,(570),Healthcare,Mumbai,+87 other locations
Ramboll,4.0,(568),Engineering & Construction,Gurgaon / Gurugram,+30 other locations
Quality Austria Central Asia,3.5,(568),Other,New Delhi,+63 other locations
ThoughtWorks,3.9,(568),IT Services & Consulting,Bangalore / Bengaluru,+11 other locations
Collegedunia,3.0,(567),Internet,Gurgaon / Gurugram,+27 other locations
GKN,3.8,(567),Industrial Automation,Pune,+27 other locations
Forbes Marshall,4.0,(567),Industrial Machinery,Pune,+23 other locations
Nucleus Software Exports,3.4,(567),Software Product,Noida,+11 other locations
Shivam Autotech,3.5,(567),Auto Components,Gurgaon / Gurugram,+21 other locations
TCI Express,3.8,(567),Logistics,Gurgaon / Gurugram,+71 other locations
Apollo Health and Lifestyle Limited,4.4,(566),Healthcare,Hyderabad / Secunderabad,+66 other locations
Wissen Infotech,3.7,(566),IT Services & Consulting,Bangalore / Bengaluru,+13 other locations
RealPage,3.6,(566),Software Product,Hyderabad / Secunderabad,+9 other locations
Consero Global Solutions,3.3,(566),Financial Services,Bangalore / Bengaluru,+11 other locations
Pennar Industries,3.5,(566),Engineering & Construction,Hyderabad / Secunderabad,+28 other locations
Grab A Grub Services,3.8,(565),Logistics,Mumbai,+108 other locations
Dodla Dairy,4.2,(565),Food Processing,Hyderabad / Secunderabad,+65 other locations
Emids Technologies Limited,3.7,(565),IT Services & Consulting,Bangalore / Bengaluru,+9 other locations
Royal Caribbean International,4.4,(565),Sports & Recreation,Mumbai,+24 other locations
Sl Lumax,3.5,(565),Auto Components,Chennai,+14 other locations
Suraksha Diagnostic,3.7,(564),Kolkata +33 other locations,,N/A
Khazana Jewellery,3.9,(562),Chennai +52 other locations,,N/A
PTC,4.2,(563),Software Product,Pune,+45 other locations
PTC,4.2,(563),Software Product,Pune,+45 other locations
Data Entry,4.2,(564),BPO,New Delhi,+107 other locations
DeHaat,3.6,(565),Internet,Gurgaon / Gurugram,+105 other locations
Khazana Jewellery,3.9,(562),Chennai +52 other locations,,N/A
Okaya Power,3.6,(564),Electrical Equipment,New Delhi,+86 other locations
My Home Industries,4.1,(562),Building Material,Hyderabad / Secunderabad,+68 other locations
Holiday Inn,3.9,(561),Hospitality,New Delhi,+57 other locations
Indorama,3.9,(561),Fashion & Textile,Kolkata,+41 other locations
Trigent Software,3.4,(560),IT Services & Consulting,Bangalore / Bengaluru,+30 other locations
Mindsprint,3.8,(560),IT Services & Consulting,Chennai,+7 other locations
PCBL Chemical Limited,3.9,(559),Petrochemicals,Vadodara,+21 other locations
GAMMON INDIA,3.7,(559),Engineering & Construction,Mumbai,+68 other locations
NICE,3.5,(558),Software Product,Pune,+15 other locations
3M,4.2,(558),Electronics Manufacturing,Bangalore / Bengaluru,+47 other locations
Jubilant Ingrevia,3.8,(557),Chemicals,Bharuch,+23 other locations
AVTEC,3.6,(557),Auto Components,Hosur,+22 other locations
Central Bank of India,3.9,(557),Banking,Mumbai,+168 other locations
BMC Software,4.0,(556),IT Services & Consulting,Pune,+10 other locations
Affinity Express,3.0,(556),Marketing & Advertising,Pune,+11 other locations
Trianz,3.3,(557),IT Services & Consulting,Hyderabad / Secunderabad,+7 other locations
CSM Technologies,4.2,(555),IT Services & Consulting,Bhubaneswar,+21 other locations
Quest Retail Private Limited,4.2,(554),Retail,Gurgaon / Gurugram,+62 other locations
Petpooja,4.1,(555),Software Product,Ahmedabad,+57 other locations
Airports Authority of India,4.2,(554),Aviation,New Delhi,+87 other locations
Suma Soft,3.5,(554),IT Services & Consulting,Pune,+11 other locations
CSC,3.5,(554),Financial Services,Bangalore / Bengaluru,+17 other locations
ACKO,3.7,(553),FinTech,Bangalore / Bengaluru,+12 other locations
Padget Electronics,4.0,(552),Industrial Machinery,Noida,+10 other locations
FCC Clutch,4.0,(553),Auto Components,Gurgaon / Gurugram,+24 other locations
Solv,3.4,(552),Internet,Bangalore / Bengaluru,+123 other locations
Ongc Petro Additions,4.1,(552),Petrochemicals,Bharuch,+29 other locations
Vindhya Telelinks,4.0,(552),Hardware & Networking,New Delhi,+73 other locations
Renovision Automation Services,3.5,(552),IT Services & Consulting,New Delhi,+69 other locations
Inspirisys Solution,3.7,(552),IT Services & Consulting,Chennai,+47 other locations
AVEVA,4.2,(551),Software Product,Hyderabad / Secunderabad,+13 other locations
Avalon Technologies,3.7,(553),Electronics Manufacturing,Chennai,+15 other locations
Home First Finance Company India,3.6,(551),Financial Services,Mumbai,+90 other locations
Coal India,4.0,(551),Metals & Mining,Kolkata,+60 other locations
Samunnati,4.4,(549),Financial Services,Chennai,+54 other locations
Sintex Industries,4.0,(550),Industrial Machinery,Ahmedabad,+57 other locations
Ugro Capital,3.7,(550),NBFC,Mumbai,+120 other locations
Pyramid IT Consulting,3.0,(549),Recruitment,Noida,+23 other locations
Talentpro,3.9,(549),Recruitment,Chennai,+113 other locations
Fiem Industries,3.6,(548),Auto Components,Hosur,+26 other locations
Elite Elevators,3.9,(548),Chennai +39 other locations,,N/A
Duck Creek Technologies,4.4,(548),Software Product,Mumbai,+9 other locations
NetConnectGlobal,3.3,(550),IT Services & Consulting,Bangalore / Bengaluru,+44 other locations
AI Airport Services,3.5,(548),Mumbai +55 other locations,,N/A
Central Reserve Police Force,4.7,(546),Government,New Delhi,+91 other locations
Livpure,4.0,(547),Consumer Electronics & Appliances,Gurgaon / Gurugram,+78 other locations
Carrier,3.7,(546),Hyderabad / Secunderabad +47 other locations,,N/A
Kellogg,4.3,(546),FMCG,Mumbai,+80 other locations
Vikram Solar,3.8,(546),Power,Kolkata,+39 other locations
Lohia Corp,3.7,(547),Industrial Machinery,Kanpur,+20 other locations
ITC Limited Foods Division,3.9,(545),Food Processing,Bangalore / Bengaluru,+72 other locations
ZaranTech,1.4,(545),IT Services & Consulting,Bangalore / Bengaluru,+17 other locations
Universal Sompo General Insurance,4.2,(546),Insurance,Mumbai,+94 other locations
Radico Khaitan,4.0,(544),Beverage,Rampur,+66 other locations
Royaloak Incorporation,3.8,(544),Furniture & Furnishing,Bangalore / Bengaluru,+43 other locations
Becton Dickinson,4.0,(544),Medical Equipment,Bangalore / Bengaluru,+33 other locations
Varthana,4.0,(544),NBFC,Bangalore / Bengaluru,+76 other locations
Ebixcash Global Services,3.3,(544),BPO,Mumbai,+37 other locations
Einfochips,3.4,(545),IT Services & Consulting,Ahmedabad,+13 other locations
Electrosteel Casting,3.7,(543),Building Material,Kolkata,+23 other locations
Mahindra Integrated Business Solutions,3.5,(542),BPO,Mumbai,+69 other locations
Agrostar,3.8,(542),Internet,Pune,+44 other locations
HDFC Asset Management Company,4.0,(543),Mumbai +132 other locations,,N/A
Saudi Aramco,4.4,(542),Oil & Gas,Mumbai,+34 other locations
GlobalData,3.4,(542),Analytics & KPO,Hyderabad / Secunderabad,+13 other locations
Danfoss Industries,3.9,(542),Industrial Machinery,Chennai,+20 other locations
TSYS|Total System Services,4.1,(541),Financial Services,Pune,+11 other locations
Medcode,4.4,(541),IT Services & Consulting,Chennai,+10 other locations
United Spirits,4.1,(541),Beverage,Bangalore / Bengaluru,+96 other locations
Family Health Plan,3.8,(540),Insurance,Hyderabad / Secunderabad,+35 other locations
B.L. Kashyap & Sons,3.7,(540),Engineering & Construction,Bangalore / Bengaluru,+23 other locations
Super Smelters,3.9,(540),Metals & Mining,Asansol,+23 other locations
Welspun Corp,4.0,(540),Iron & Steel,Anjar,+26 other locations
Sudarshan Chemical Industries,3.8,(540),Chemicals,Roha,+24 other locations
ANAROCK Property Consultants,3.5,(539),Real Estate,Mumbai,+30 other locations
Jubilant Generics,3.9,(539),Pharma,Roorkee,+21 other locations
Hetero Healthcare,3.7,(540),Pharma,Hyderabad / Secunderabad,+65 other locations
Y-Axis Overseas Careers,3.3,(539),Legal,Hyderabad / Secunderabad,+17 other locations
Godrej Industries,4.0,(539),Chemicals,Mumbai,+62 other locations
EaseMyTrip.com,4.0,(538),Internet,New Delhi,+7 other locations
Kaizen IT Services,4.2,(539),IT Services & Consulting,Kolkata,+78 other locations
Maxicus,4.2,(539),BPO,Vadodara,+13 other locations
mPokket,3.7,(538),NBFC,Kolkata,+16 other locations
Magic Bus India Foundation,3.8,(540),Non-Profit,Mumbai,+65 other locations
Telenor,4.1,(538),Telecom,Gurgaon / Gurugram,+116 other locations
CTS Consulting & Technical Support,3.7,(537),Engineering & Construction,Chennai,+31 other locations
ReSource Pro,4.0,(537),Insurance,Bangalore / Bengaluru,+8 other locations
Impetus Technologies,3.5,(537),IT Services & Consulting,Indore,+14 other locations
Excitel Broadband,3.6,(537),Telecom,New Delhi,+43 other locations
Geojit Financial Services,3.7,(536),Financial Services,Kochi,+131 other locations
Manjushree Technopack,3.7,(536),Packaging,Bangalore / Bengaluru,+30 other locations
Medlife,3.7,(536),Internet,Bangalore / Bengaluru,+28 other locations
Mavenir Systems,3.4,(536),IT Services & Consulting,Bangalore / Bengaluru,+18 other locations
Tecnimont,3.8,(536),Engineering & Construction,Mumbai,+29 other locations
Kissht Finance,3.9,(537),FinTech,Mumbai,+68 other locations
TVS Eurogrip,3.6,(536),Auto Components,Madurai,+68 other locations
Dhani Healthcare,3.6,(535),FinTech,Gurgaon / Gurugram,+80 other locations
Finastra,3.8,(534),Software Product,Bangalore / Bengaluru,+11 other locations
Eugia Pharma Specialities,4.0,(535),Hyderabad / Secunderabad +15 other locations,,N/A
Shriram Automall,4.0,(534),Automobile,New Delhi,+103 other locations
Vasudha Pharma Chem,4.0,(534),Pharma,Visakhapatnam,+8 other locations
Ferrero,3.8,(533),Food Processing,Pune,+88 other locations
Amway India Enterprises,4.1,(533),Fitness & Wellness,Gurgaon / Gurugram,+79 other locations
EdgeVerve Systems,3.2,(533),Software Product,Bangalore / Bengaluru,+14 other locations
GAVS Technologies,3.6,(532),IT Services & Consulting,Chennai,+11 other locations
Varun Motors,3.9,(531),Automobile,Hyderabad / Secunderabad,+37 other locations
South Indian Bank,3.3,(532),Banking,Kochi,+73 other locations
Kajaria Ceramics,4.0,(532),Building Material,New Delhi,+77 other locations
CJ Darcl Logistics Limited,4.0,(531),Logistics,Gurgaon / Gurugram,+74 other locations
HBL Power Systems,4.0,(532),Electrical Equipment,Hyderabad / Secunderabad,+51 other locations
Volkswagen Group Technology Solution,3.9,(531),Software Product,Pune,+12 other locations
Ukb Electronics,3.8,(531),Electronics Manufacturing,Noida,+20 other locations
Bharti Infratel,4.6,(531),Telecom,Gurgaon / Gurugram,+68 other locations
Courtyard by Marriott,4.1,(531),Hospitality,Mumbai,+40 other locations
Hilton,4.2,(530),Hospitality,Bangalore / Bengaluru,+39 other locations
Leverage Edu,4.1,(530),EdTech,Noida,+18 other locations
Medley Pharmaceuticals,3.8,(531),Pharma,Mumbai,+70 other locations
Toothsi,2.8,(529),Internet,Mumbai,+17 other locations
DM Immigration Consultant,1.0,(529),Bangalore / Bengaluru +3 other locations,,N/A
WayCool Foods and Products,3.5,(529),FMCG,Chennai,+42 other locations
Sasken,3.8,(529),Automobile,Bangalore / Bengaluru,+11 other locations
Damco Solutions,3.8,(528),IT Services & Consulting,Noida,+23 other locations
Capital Numbers Infotech,4.4,(529),IT Services & Consulting,Kolkata,+10 other locations
Gainwell Commosales,4.1,(528),Kolkata +69 other locations,,N/A
Gestamp,3.6,(527),Auto Components,Pune,+7 other locations
Inspira Enterprise India Limited,3.6,(526),IT Services & Consulting,Mumbai,+32 other locations
Ofbusiness,3.0,(525),Internet,Gurgaon / Gurugram,+37 other locations
IDBI Intech Limited,3.5,(526),IT Services & Consulting,Mumbai,+28 other locations
Army Public School,4.1,(525),Education & Training,New Delhi,+89 other locations
Jyothy Laboratories,4.1,(524),FMCG,Mumbai,+125 other locations
Careon Healthcare Solutions,3.8,(524),Medical Equipment,Bangalore / Bengaluru,+13 other locations
DealShare,3.4,(524),Internet,Bangalore / Bengaluru,+43 other locations
Annalect,3.4,(524),Bangalore / Bengaluru +13 other locations,,N/A
Axiscades,3.1,(524),IT Services & Consulting,Bangalore / Bengaluru,+11 other locations
Genesys International Corporation,3.6,(523),IT Services & Consulting,Mumbai,+14 other locations
Gayatri Projects,3.9,(522),Engineering & Construction,Hyderabad / Secunderabad,+68 other locations
Perficient,3.7,(523),IT Services & Consulting,Chennai,+11 other locations
BT E Serv,4.1,(523),Telecom,Kolkata,+6 other locations
Surin Automotive,3.7,(522),Auto Components,Bangalore / Bengaluru,+22 other locations
Practo,3.1,(522),Internet,Bangalore / Bengaluru,+24 other locations
Global Healthcare Billing Partners,3.4,(521),Analytics & KPO,Chennai,+15 other locations
Vadilal Industries,4.1,(521),FMCG,Ahmedabad,+78 other locations
TransUnion,3.9,(521),FinTech,Chennai,+9 other locations
United Colors of Benetton,4.3,(521),Fashion & Textile,Gurgaon / Gurugram,+68 other locations
Reliance Jewels,3.8,(521),Mumbai +121 other locations,,N/A
Rane Engine Valve Limited,3.8,(520),Auto Components,Chennai,+16 other locations
Cyfuture,2.9,(520),IT Services & Consulting,Noida,+33 other locations
DHL Global Forwarding,4.0,(520),Logistics,Chennai,+20 other locations
General Motors,4.3,(521),Automobile,Pune,+35 other locations
Dishman Carbogen Amcis,3.6,(519),Ahmedabad +11 other locations,,N/A
Magic Edtech,3.1,(519),IT Services & Consulting,Noida,+9 other locations
Monte Carlo,4.1,(519),Fashion & Textile,Ahmedabad,+89 other locations
CSG International,3.8,(520),Software Product,Bangalore / Bengaluru,+13 other locations
Blackberrys,3.9,(519),Fashion & Textile,Gurgaon / Gurugram,+85 other locations
Narayana e-Techno School,3.7,(519),Education & Training,Bangalore / Bengaluru,+84 other locations
BEML,3.9,(519),Industrial Machinery,Bangalore / Bengaluru,+33 other locations
R.S. Infraprojects,3.9,(518),Real Estate,Noida,+79 other locations
